day,room,column,row,entry,exits,image1,image2,letter,chess_colour,chess_piece,locked,security
31,guest-bedroom,E,4,S,S,sand,and,s,white,pawn,,
31,archives,D,4,S,NESW,fire,fir,e,,,,
31,pantry,C,4,E,NE,stage,sage,t,,,,
31,spare-room,C,5,S,NS,tiger,tier,g,,,,
31,dining-room,C,6,S,ESW,planet,plane,t,white,pawn,,
31,laboratory,B,6,E,NE,cost,coast,a,,,,
31,hallway,B,7,S,NES,tie,time,m,,,,
31,classroom,C,7,W,NW,paint,pint,a,,,,
31,corridor,D,5,S,NS,chart,cart,h,,,,
31,workshop,D,6,S,NS,stage,stag,e,,,,
31,the-foundation,D,7,S,NSW,flan,fan,l,,,,
31,gymnasium,D,8,S,ESW,crown,crow,n,,,,
31,billiard-room,C,8,E,NE,hose,house,u,,,,
31,study,E,8,W,W,plant,plan,t,black,king,,
32,tool-shed,O,1,,,,,?,,,,
32,entrance-hall,C,1,S,NESW,face,ace,f,,,,
32,spare-room,B,1,E,EW,prayer,pryer,a,,,,
32,parlour,A,1,E,NE,dessert,desert,s,black,pawn,,
32,security,A,2,S,NES,plane,plan,e,white,knight,,
32,corridor,B,2,W,EW,stair,star,i,,,,
32,nook,C,2,W,SW,bridge,bride,g,white,rook,,
32,pantry,D,1,W,NW,pine,pin,e,,,,
32,den,D,2,S,ESW,bath,bat,h,white,pawn,,
32,chapel,E,2,W,NSW,car,cart,t,white,bishop,,
32,storeroom,E,1,N,N,stag,tag,s,white,pawn,,
32,commissary,E,3,S,SW,peak,pea,k,,,,
32,workshop,D,3,E,EW,clock,lock,c,,,,
32,drafting-studio,C,3,E,EW,rod,road,a,black,pawn,,
32,kitchen,B,3,E,NE,tier,tie,r,,,,
32,hallway,B,4,S,NES,cot,coat,a,,,,
32,office,C,4,W,NW,stage,sage,t,white,king,,
32,pool,C,5,S,NSW,tiger,tier,g,,,,
32,locksmith,B,5,E,E,pilot,plot,i,,,,
32,west-wing-hall,A,3,S,NES,crow,row,c,,,,
32,dining-room,A,4,S,NES,car,card,d,white,pawn,,
32,bedroom,C,6,S,SW,planet,plane,t,white,pawn,,
32,hallway-closet,A,5,S,S,tube,tub,e,,,,
32,pump-room,B,6,E,NE,cost,coast,a,,,,
32,drawing-room,B,7,S,NES,tie,time,m,white,pawn,,
32,conference-room,C,7,W,NEW,paint,pint,a,,,,
32,mechanarium,B,8,S,NESW,boat,bat,o,,,,
32,darkroom,B,9,S,ESW,flight,light,f,,,,
32,morning-room,A,8,E,NE,crate,rate,c,,,,
32,solarium,A,9,S,S,chief,chef,i,black,pawn,,
32,attic,C,8,W,W,hose,house,u,white,bishop,,
32,the-foundation,D,7,W,NSW,flan,fan,l,,,,
32,dovecote,D,6,N,NE,stage,stag,e,,,,
32,secret-garden,E,6,W,NSW,coat,coast,s,,,,
32,coat-check,D,8,S,S,crown,crow,n,,,,
32,antechamber,C,9,W,NESW,,,?,,,,
33,schoolhouse,O,1,,,,,?,,,,
33,entrance-hall,C,1,S,NESW,face,ace,f,,,,
33,gift-shop,D,1,W,NEW,pine,pin,e,,,,
33,parlour,E,1,W,NW,stag,tag,s,black,pawn,,
33,chapel,E,2,S,NSW,car,cart,t,white,bishop,,
33,passageway,D,2,S,NESW,bath,bat,h,,,,
33,boiler-room,C,2,E,NES,bridge,bride,g,,,,
33,corridor,D,3,S,NS,clock,lock,c,,,,
33,darkroom,C,3,S,ESW,rod,road,a,,,,
33,hallway,B,1,E,NEW,prayer,pryer,a,,,,
33,commissary,A,1,E,NE,dessert,desert,s,,,,
33,spare-room,B,2,S,NS,stair,star,i,,,,
33,den,B,3,S,ESW,tier,tie,r,white,pawn,,
33,drawing-room,A,3,E,NES,crow,row,c,white,pawn,,
33,her-ladyships-chamber,A,2,N,N,plane,plan,e,white,king,,
33,bedroom,A,4,S,ES,car,card,d,white,pawn,,
33,observatory,B,4,W,NW,cot,coat,a,white,knight,,
33,greenhouse,E,3,S,S,peak,pea,k,,,,
33,nook,D,4,S,ES,fire,fir,e,white,rook,,
33,courtyard,E,4,W,NSW,sand,and,s,,,,
33,boudoir,E,5,S,SW,tent,ten,t,,,,
33,library,D,5,E,NE,chart,cart,h,,,,
33,bookshop,D,6,S,SW,stage,stag,e,black,bishop,,
33,cloister,C,6,E,NESW,planet,plane,t,,,,
33,mechanarium,C,5,N,NS,tiger,tier,g,,,,
33,bunk-room,C,4,N,N,stage,sage,t,black,pawn,,
33,gymnasium,C,7,S,ESW,paint,pint,a,,,,
33,the-foundation,D,7,W,NSW,flan,fan,l,,,,
33,billiard-room,B,7,E,ES,tie,time,m,,,,
33,aquarium,B,6,N,NSW,cost,coast,a,,,,
33,storeroom,B,5,N,N,pilot,plot,i,white,pawn,,
33,west-wing-hall,A,6,E,NES,grain,rain,g,,,,
33,hallway-closet,A,5,N,N,tube,tub,e,,,,
33,dining-room,A,7,S,NES,spine,pine,s,white,pawn,,
33,pantry,A,8,S,ES,crate,rate,c,,,,
33,study,B,8,W,W,boat,bat,o,black,king,,
33,music-room,D,8,S,ES,crown,crow,n,,,,
33,laboratory,E,8,W,NW,plant,plan,t,,,,
33,vault,E,9,S,S,create,crate,e,white,rook,,
34,tool-shed,O,1,,,,,?,,,,
34,entrance-hall,C,1,S,NESW,face,ace,f,,,,
34,parlour,B,1,E,NE,prayer,pryer,a,black,pawn,,
34,nook,B,2,S,ES,stair,star,i,white,rook,,
34,den,C,2,W,ESW,bridge,bride,g,white,pawn,,
34,hallway-closet,D,1,W,W,pine,pin,e,,,,
34,spare-room,D,2,W,EW,bath,bat,h,,,,
34,chapel,E,2,W,NSW,car,cart,t,white,bishop,,
34,storeroom,E,1,N,N,stag,tag,s,white,pawn,,
34,commissary,E,3,S,SW,peak,pea,k,,,,
34,secret-passage,D,3,E,EW,clock,lock,c,,,,
34,passageway,C,3,E,NESW,rod,road,a,,,,
34,security,B,3,E,ESW,tier,tie,r,white,knight,,
34,west-wing-hall,A,3,E,NES,crow,row,c,,,,
34,utility-closet,A,2,N,N,plane,plan,e,,,,
34,courtyard,A,4,S,NES,car,card,d,,,,
34,observatory,B,4,W,NW,cot,coat,a,white,knight,,
34,hallway,B,5,S,ESW,pilot,plot,i,,,,
34,library,A,5,E,ES,tube,tub,e,,,,
34,laboratory,C,4,,ES,stage,sage,t,,,,
34,darkroom,D,4,W,NSW,fire,fir,e,,,,
34,weight-room,D,5,S,NESW,chart,cart,h,,,,
34,pool,E,5,W,NSW,tent,ten,t,,,,
34,bunk-room,E,4,N,N,sand,and,s,black,pawn,,
34,foyer,E,6,S,NS,coat,coast,s,,,,
34,dining-room,E,7,S,NSW,plane,pane,l,white,pawn,,
34,aquarium,E,8,S,NSW,plant,plan,t,,,,
34,wine-cellar,E,9,S,S,create,crate,e,,,,
34,aquarium,D,8,E,ESW,crown,crow,n,,,,
34,the-foundation,D,7,N,NSW,flan,fan,l,,,,
34,chamber-of-mirrors,D,6,N,N,stage,stag,e,,,,
34,boudoir,C,5,E,NE,tiger,tier,g,,,,
34,aquarium,C,6,S,NES,planet,plane,t,,,,
34,aquarium,C,7,S,NES,paint,pint,a,,,,
34,parlour,C,8,S,SW,hose,house,u,black,pawn,,
34,great-hall,B,8,E,NESW,boat,bat,o,,,,
34,aquarium,A,8,E,NES,crate,rate,c,,,,
34,hallway-closet,B,7,,,tie,time,m,,,,
34,foyer,A,7,N,NS,spine,pine,s,,,,
34,aquarium,A,6,N,NES,grain,rain,g,,,,
34,furnace,A,9,S,S,chief,chef,i,,,,
34,lavatory,B,9,S,S,flight,light,f,,,,
34,pump-room,B,6,W,NW,cost,coast,a,,,,
35,shrine,O,1,,,,,?,,,,
35,entrance-hall,C,1,S,NESW,face,ace,f,,,,
35,hallway,D,1,W,NEW,pine,pin,e,,,,
35,parlour,E,1,W,NW,stag,tag,s,,,,
35,drawing-room,E,2,S,NSW,car,cart,t,white,pawn,,
35,spare-bedroom,D,2,E,EW,bath,bat,h,,,,
35,darkroom,C,2,E,NES,bridge,bride,g,,,,
35,billiard-room,B,1,E,NE,prayer,pryer,a,,,,
35,chapel,B,2,S,ESW,stair,star,i,white,bishop,,
35,bedroom,A,2,E,ES,plane,plan,e,white,pawn,,
35,walk-in-closet,A,1,N,N,dessert,desert,s,black,pawn,,
35,den,E,3,S,NSW,peak,pea,k,white,pawn,,
35,conference-room,D,3,E,NES,clock,lock,c,,,,
35,nook,D,4,S,SW,fire,fir,e,white,rook,,
35,gift-shop,C,4,E,NEW,stage,sage,t,,,,
35,corridor,B,4,E,EW,cot,coat,a,,,,
35,west-wing-hall,A,4,E,NES,car,card,d,,,,
35,her-ladyships-chamber,A,3,N,N,crow,row,c,white,queen,,
35,garage,A,5,S,S,tube,tub,e,,,,
35,courtyard,C,5,S,NSW,tiger,tier,g,,,,
35,pantry,C,3,S,SW,rod,road,a,,,,
35,storeroom,B,3,E,E,tier,tie,r,white,pawn,,
35,dining-room,E,4,S,NSW,sand,and,s,white,pawn,,
35,office,E,5,S,SW,tent,ten,t,white,king,,
35,boudoir,D,5,E,NE,chart,cart,h,,,,
35,passageway,D,6,S,NESW,stage,stag,e,,,,
35,boiler-room,C,6,E,NES,planet,plane,t,,,,
35,guest-bedroom,B,5,E,E,pilot,plot,i,white,pawn,,
35,the-foundation,D,7,S,NSW,flan,fan,l,,,,
35,commissary,C,7,S,SW,paint,pint,a,,,,
35,workshop,B,7,E,EW,tie,time,m,,,,
35,furnace,A,7,E,E,spine,pine,s,,,,
35,east-wing-hall,E,6,W,NSW,coat,coast,s,,,,
36,bunker,O,1,,,,,?,,,,
36,entrance-hall,C,1,S,NESW,face,ace,f,,,,
36,spare-bedroom,D,1,W,EW,pine,pin,e,,,,
36,storeroom,E,1,W,W,stag,tag,s,white,pawn,,
36,parlour,B,1,E,NE,prayer,pryer,a,,,,
36,passageway,B,2,S,NESW,stair,star,i,,,,
36,darkroom,A,2,E,NES,plane,plan,e,,,,
36,hallway,B,3,S,ESW,tier,tie,r,,,,
36,patio,A,3,E,ES,crow,row,c,,,,
36,bunk-room,A,1,N,N,dessert,desert,s,black,pawn,,
36,kitchen,C,3,W,NW,rod,road,a,,,,
36,locksmith,C,2,W,W,bridge,bride,g,,,,
36,chapel,C,4,S,ESW,stage,sage,t,white,bishop,,
36,corridor,D,4,W,EW,fire,fir,e,,,,
36,security,E,4,W,NSW,sand,and,s,white,knight,,
36,courtyard,E,3,N,NSW,peak,pea,k,,,,
36,nursery,E,2,N,N,car,cart,t,white,pawn,,
36,nook,D,3,E,ES,clock,lock,c,white,rook,,
36,den,D,2,N,NEW,bath,bat,h,white,pawn,,
36,rumpus-room,B,4,E,EW,cot,coat,a,black,bishop,,
36,coat-check,A,4,E,E,car,card,d,,,,
37,entrance-hall,C,1,S,NESW,face,ace,f,,,,
37,root-cellar,O,1,,,,,?,,,,
37,corridor,B,1,E,EW,prayer,pryer,a,,,,
37,parlour,A,1,E,NE,dessert,desert,s,black,pawn,,
37,west-wing-hall,A,2,S,NES,plane,plan,e,,,,
37,closet,B,2,W,W,stair,star,i,,,,
37,commissary,A,3,S,ES,crow,row,c,,,,
37,drawing-room,D,1,W,NEW,pine,pin,e,white,pawn,,
37,nook,E,1,W,NW,stag,tag,s,white,rook,,
37,secret-passage,E,2,S,NS,car,cart,t,,,,
37,courtyard,E,3,S,NSW,peak,pea,k,,,,
37,workshop,D,3,E,EW,clock,lock,c,,,,
37,music-room,C,3,,ES,rod,road,a,,,,
37,solarium,C,2,N,N,bridge,bride,g,black,pawn,,
37,greenhouse,E,4,S,S,sand,and,s,,,,
37,archives,D,2,S,NESW,bath,bat,h,,,,
37,locksmith,B,3,W,W,tier,tie,r,,,,
37,the-foundation,D,7,,NSW,flan,fan,l,,,,
37,ballroom,C,7,E,EW,paint,pint,a,,,,
37,aquarium,D,8,S,ESW,crown,crow,n,,,,
37,boiler-room,C,8,E,NES,hose,house,u,,,,
37,pool,D,6,N,NES,stage,stag,e,,,,
37,antechamber,C,9,S,NESW,,,?,,,,
37,patio,E,8,W,NW,plant,plan,t,,,,
37,storeroom,E,9,S,S,create,crate,e,,,,
37,freezer,E,6,W,W,coat,coast,s,,,,
37,cloister,D,5,N,NESW,chart,cart,h,,,,
38,trading-post,O,1,,,,,?,,,,
38,entrance-hall,C,1,S,NESW,face,ace,f,,,,
38,bedroom,D,1,W,NW,pine,pin,e,white,pawn,,
38,den,D,2,S,ESW,bath,bat,h,white,pawn,,
38,drawing-room,E,2,W,NSW,car,cart,t,white,pawn,,
38,parlour,E,1,N,NW,stag,tag,s,black,pawn,,
38,secret-passage,E,3,S,NS,peak,pea,k,,,,
38,veranda,E,4,S,NS,sand,and,s,,,,
38,hallway,B,1,E,NEW,prayer,pryer,a,,,,
38,conservatory,A,1,E,NE,dessert,desert,s,black,rook,,
38,conference-room,A,2,S,NES,plane,plan,e,,,,
38,kitchen,A,3,S,ES,crow,row,c,,,,
38,chapel,B,3,W,ESW,tier,tie,r,white,bishop,,
38,courtyard,B,2,N,NES,stair,star,i,,,,
38,library,C,2,E,ES,bridge,bride,g,,,,
38,spare-bedroom,C,3,W,EW,rod,road,a,,,,
38,walk-in-closet,D,3,W,W,clock,lock,c,black,pawn,,
38,morning-room,E,5,S,SW,tent,ten,t,,,,
38,aquarium,D,5,E,ESW,chart,cart,h,,,,
38,gallery,C,5,E,EW,tiger,tier,g,,,,
38,passageway,B,5,E,NESW,pilot,plot,i,,,,
38,workshop,B,6,S,NS,cost,coast,a,,,,
38,pantry,B,7,S,ES,tie,time,m,,,,
38,the-foundation,D,7,,NSW,flan,fan,l,,,,
38,laboratory,D,6,N,NW,stage,stag,e,,,,
38,boudoir,C,7,,NE,paint,pint,a,,,,
38,cloister,D,8,S,NESW,crown,crow,n,,,,
38,dining-room,D,9,S,ESW,wheat,heat,w,white,pawn,,
39,entrance-hall,C,1,S,NESW,,,,,,,
39,schoolhouse,O,1,,,,,,,,,
39,nook,B,1,E,NE,,,,white,rook,,
39,classroom,B,2,S,ES,,,,,,,
39,library,C,2,W,NW,,,,,,,
39,classroom,C,3,S,SW,,,,,,,
39,security,B,3,E,ESW,,,,white,knight,,
39,classroom,A,3,E,ES,,,,,,,
39,corridor,A,2,N,NS,,,,,,,
39,storeroom,A,1,N,N,,,,white,pawn,,
39,den,D,1,W,NEW,,,,white,pawn,,
39,bedroom,E,1,W,NW,,,,white,pawn,,
39,nursery,E,2,S,S,,,,white,pawn,,
39,chapel,D,2,S,NES,,,,white,bishop,,
39,hallway,D,3,S,ESW,,,,,,,
39,pantry,E,3,W,NW,,,,,,,
39,spare-bedroom,E,4,S,NS,,,,,,N,
39,classroom,E,5,S,SW,,,,,,,
39,gymnasium,D,5,E,ESW,,,,,,,
39,parlour,D,4,N,NW,,,,black,pawn,W,
39,workshop,C,4,E,EW,,,,,,W,
39,billiard-room,C,5,E,NE,,,,,,,
39,dining-room,C,6,S,NSW,,,,white,pawn,NW,
39,the-foundation,D,7,,NSW,,,,,,,S
39,bunk-room,D,6,N,N,,,,black,pawn,,
39,guest-bedroom,C,7,E,E,,,,white,pawn,,
39,boudoir,D,8,S,SW,,,,,,W,
39,classroom,C,8,E,ES,,,,,,,
39,hallway-closet,B,4,E,E,,,,,,,
40,tool-shed,O,1,,,,,,,,,
40,entrance-hall,C,1,S,NESW,,,,,,,
40,spare-bedroom,B,1,E,EW,,,,,,,
40,pantry,A,1,E,NE,,,,,,,
40,commissary,A,2,S,ES,,,,,,,
40,den,B,2,W,ESW,,,,white,pawn,,
40,nook,C,2,W,NW,,,,white,rook,,
40,hallway,C,3,S,ESW,,,,,,,
40,parlour,D,3,W,SW,,,,black,pawn,,
40,courtyard,D,2,N,NSW,,,,,,,
40,billiard-room,D,1,N,NW,,,,,,,
40,dining-room,B,3,E,ESW,,,,white,pawn,,
40,observatory,A,3,E,NE,,,,white,knight,,
40,veranda,A,4,S,NS,,,,,,N,
40,drawing-room,A,5,S,NES,,,,white,pawn,N,
40,secret-passage,A,6,S,NS,,,,black,pawn,N,
40,attic,B,5,W,W,,,,white,bishop,,
40,west-wing-hall,A,7,S,NES,,,,,,N,
40,conference-room,A,8,S,NES,,,,,,N,E
40,vault,B,7,W,W,,,,white,rook,,
40,library,A,9,S,ES,,,,,,,
40,servants-quarters,B,9,W,W,,,,,,,
41,schoolhouse,O,1,,,,,,,,,
41,entrance-hall,C,1,S,NESW,,,,,,,
41,library,D,1,W,NW,,,,,,,
41,classroom,D,2,S,ES,,,,,,,
41,chapel,E,2,W,NSW,,,,white,bishop,,
41,storeroom,E,1,N,N,,,,white,pawn,,
41,bedroom,E,3,S,SW,,,,white,pawn,,
41,classroom,D,3,E,ES,,,,,,,
41,corridor,B,1,E,EW,,,,,,,
41,classroom,A,1,E,NE,,,,,,,
41,parlour,A,2,S,ES,,,,black,pawn,,
41,courtyard,B,2,W,ESW,,,,,,,
41,study,C,2,W,W,,,,black,queen,,
42,shelter,O,1,,,,,,,,,
42,entrance-hall,C,1,S,NESW,,,,,,,
42,dining-room,D,1,W,NEW,,,,white,pawn,,
42,bedroom,E,1,W,NW,,,,white,pawn,,
42,laboratory,E,2,S,SW,,,,,,,
42,chapel,D,2,E,ESW,,,,white,bishop,,
42,nursery,C,2,E,E,,,,white,pawn,,
42,den,B,1,E,NEW,,,,white,pawn,,
42,parlour,A,1,E,NE,,,,black,pawn,,
42,spare-bedroom,A,2,S,NS,,,,,,,
42,commissary,B,2,S,ES,,,,,,,
42,security,A,3,S,NES,,,,white,knight,,
42,boiler-room,B,3,W,NSW,,,,,,,
42,archives,B,4,S,NESW,,,,,,,
42,weight-room,B,5,S,NESW,,,,,,,
42,observatory,A,5,E,ES,,,,white,knight,,
42,darkroom,C,4,W,NSW,,,,,,,
42,pool,A,4,N,NES,,,,,,,
42,furnace,C,3,N,N,,,,,,,
42,pump-room,C,5,S,SW,,,,,,,
43,root-cellar,O,1,,,,,,,,,
43,entrance-hall,C,1,S,NESW,,,,,,,
43,pantry,D,1,W,NW,,,,,,,
43,kitchen,D,2,S,ES,,,,,,,
43,morning-room,E,2,W,SW,,,,,,,
43,guest-bedroom,E,1,N,N,,,,white,pawn,,
43,hallway,B,1,E,NEW,,,,,,,
43,storeroom,A,1,E,E,,,,white,pawn,,
43,nook,B,2,S,SW,,,,white,rook,,
43,patio,A,2,E,ES,,,,,,,
43,corridor,C,2,S,NS,,,,,,,
43,secret-passage,C,3,S,NS,,,,black,pawn,,
43,archives,C,4,S,NESW,,,,,,,
43,courtyard,B,4,E,ESW,,,,,,,
43,spare-bedroom,B,3,N,NS,,,,,,,
43,bedroom,A,4,E,ES,,,,white,pawn,,
43,her-ladyships-chamber,A,3,N,N,,,,white,queen,,
43,parlour,D,4,W,NW,,,,black,pawn,N,
43,security,D,5,S,ESW,,,,white,knight,W,E
43,den,C,5,E,NES,,,,white,pawn,,
43,commissary,C,6,S,SW,,,,,,,W
44,tool-shed,O,1,,,,,,,,,
44,entrance-hall,C,1,S,NESW,,,,,,,
44,nook,D,1,W,NW,,,,white,rook,,
44,den,D,2,S,ESW,,,,white,pawn,,
44,parlour,E,2,W,SW,,,,black,pawn,,
44,guest-bedroom,E,1,N,N,,,,white,pawn,,
44,security,B,1,E,NEW,,,,white,knight,,
44,laboratory,A,1,E,NE,,,,,,,
44,courtyard,C,2,S,NES,,,,,,,
44,darkroom,A,2,S,NES,,,,,,,
44,lavatory,B,2,S,S,,,,,,,
44,passageway,C,3,S,NESW,,,,,,,
44,workshop,B,3,E,EW,,,,,,,
44,storeroom,A,3,E,E,,,,white,pawn,,
44,bedroom,D,3,W,NW,,,,white,pawn,,
44,commissary,D,4,S,ES,,,,,,,
44,pool,E,4,W,NSW,,,,,,N,
44,hallway-closet,E,3,N,N,,,,,,,
44,pump-room,E,5,S,SW,,,,,,,W
44,boiler-room,C,4,S,NSW,,,,,,W,
44,corridor,B,4,E,EW,,,,,,,
44,garage,A,4,E,E,,,,,,,
44,observatory,C,5,S,ES,,,,white,knight,,
44,office,D,5,W,NW,,,,white,king,,
44,starfish-aquarium,D,6,S,NSW,,,,,,,
44,hallway,C,6,E,NEW,,,,,,,
44,dining-room,B,6,E,NES,,,,white,pawn,,
44,chapel,B,5,N,NSW,,,,white,bishop,W,
44,music-room,A,5,E,NE,,,,,,N,
44,the-foundation,D,7,S,NSW,,,,,,N,
44,billiard-room,D,8,S,ES,,,,,,,
44,drawing-room,E,8,W,NSW,,,,white,pawn,N,
44,gymnasium,E,7,N,NSW,,,,,,,S
44,attic,E,6,N,N,,,,white,bishop,,
44,library,E,9,S,SW,,,,,,W,
44,laundry-room,D,9,E,E,,,,,,,
44,coat-check,C,7,E,E,,,,,,,
44,secret-garden,A,6,S,NES,,,,,,,
44,conference-room,A,7,S,NES,,,,,,N,
44,veranda,A,8,S,NS,,,,,,N,
44,boudoir,B,7,W,NW,,,,,,N,
44,weight-room,B,8,S,NESW,,,,,,N,
44,maids-chambers,C,8,W,NW,,,,,,,
44,pantry,B,9,S,ES,,,,,,,
44,walk-in-closet,A,9,S,S,,,,black,pawn,,
45,schoolhouse,O,1,,,,,,,,,
45,entrance-hall,C,1,S,NESW,,,,,,,
45,library,B,1,E,NE,,,,,,,
45,classroom,B,2,S,ES,,,,,,,
45,classroom,C,2,W,NW,,,,,,,
45,chapel,C,3,S,ESW,,,,white,bishop,,
45,parlour,D,1,W,NW,,,,black,pawn,,
45,hallway-closet,D,2,S,S,,,,,,,
45,classroom,D,3,W,NW,,,,,,,
45,hallway,B,3,E,ESW,,,,,,,
45,pantry,A,3,E,ES,,,,,,,
45,storeroom,A,2,N,N,,,,white,pawn,,
45,den,D,4,S,NES,,,,white,pawn,,
45,east-wing-hall,E,4,W,NSW,,,,,,N,
45,classroom,E,3,N,NW,,,,,,,
45,spare-bedroom,E,5,S,NS,,,,,,,
45,corridor,E,6,S,NS,,,,,,,
45,study,E,7,S,S,,,,black,queen,,
45,classroom,D,5,S,SW,,,,,,,
45,gymnasium,C,5,E,NES,,,,,,NS,
46,root-cellar,O,1,,,,,,,,,
46,entrance-hall,C,1,S,NESW,,,,,,,
46,workshop,B,1,E,EW,,,,,,,
46,laboratory,A,1,E,NE,,,,,,,
46,den,A,2,S,NES,,,,white,pawn,,
46,commissary,B,2,W,NW,,,,,,,
46,courtyard,B,3,S,NES,,,,,,,
46,security,C,3,W,NEW,,,,white,knight,,
46,hallway,D,3,W,NSW,,,,,,,
46,bedroom,D,2,N,NW,,,,white,pawn,,
46,boudoir,C,2,E,ES,,,,,,,
46,spare-bedroom,D,1,W,EW,,,,,,,
46,conservatory,E,1,W,NW,,,,black,rook,,
46,corridor,E,2,S,NS,,,,,,,
46,veranda,E,3,S,NS,,,,,,,
46,gymnasium,E,4,S,NSW,,,,,,,W
46,parlour,E,5,S,SW,,,,black,pawn,,
46,chapel,D,5,E,ESW,,,,white,bishop,SW,
46,west-wing-hall,A,3,S,NES,,,,,,,
46,patio,A,4,S,ES,,,,,,E,
46,nook,B,4,W,NW,,,,white,rook,,
46,darkroom,B,5,S,NES,,,,,,,
46,storeroom,C,4,S,S,,,,white,pawn,,
46,guest-bedroom,D,4,S,S,,,,white,pawn,,
46,pool,B,6,S,ESW,,,,,,E,W
46,dining-room,C,6,W,ESW,,,,white,pawn,,
46,billiard-room,C,5,N,NE,,,,,,,
46,cloister-of-mila,D,6,W,NESW,,,,,,E,
46,secret-garden,E,6,W,NSW,,,,,,,
46,locksmith,E,7,S,S,,,,,,,
46,the-foundation,D,7,S,NSW,,,,,,NW,
46,vault,D,8,S,S,,,,white,rook,,
46,showroom,C,7,E,EW,,,,,,W,
46,starfish-aquarium,B,7,E,NES,,,,,,N,
46,passageway,B,8,S,NESW,,,,,,N,E
46,pantry,B,9,S,ES,,,,,,,
46,antechamber,C,9,W,NESW,,,,,,,
46,music-room,D,9,W,SW,,,,,,,
46,garage,A,8,E,E,,,,,,,
46,planetarium,C,8,W,W,,,,,,,
46,attic,A,6,E,E,,,,white,bishop,,
47,shelter,O,1,,,,,,,,,
47,entrance-hall,C,1,S,NESW,,,,,,,
47,corridor,B,1,E,EW,,,,,,,
47,locksmith,A,1,E,E,,,,,,,
47,parlour,D,1,W,NW,,,,black,pawn,,
47,hallway,D,2,S,ESW,,,,,,,
47,chapel,E,2,W,NSW,,,,white,bishop,,
47,kitchen,E,1,N,NW,,,,,,,
47,greenhouse,E,3,S,S,,,,,,,
47,courtyard,C,2,S,ESW,,,,,,,
47,starfish-aquarium,B,2,E,ESW,,,,,,,
47,den,A,2,E,NES,,,,white,pawn,,
47,bedroom,A,3,S,ES,,,,white,pawn,,
47,cloister-of-mila,B,3,W,NESW,,,,,,,
47,spare-bedroom,C,3,W,EW,,,,,,,
47,hallway-closet,B,4,S,S,,,,,,,
47,library,D,3,W,NW,,,,,,,
47,gift-shop,D,4,S,ESW,,,,,,,
47,observatory,C,4,E,NE,,,,white,knight,,
47,lost-and-found,C,5,S,SW,,,,black,pawn,W,
47,pantry,B,5,E,NE,,,,,,,
47,security,B,6,S,NSW,,,,white,knight,,
47,west-wing-hall,A,6,E,NES,,,,,,NS,
47,storeroom,A,5,N,N,,,,white,pawn,,
47,conference-room,A,7,S,NES,,,,,,E,N
47,laboratory,B,7,W,NW,,,,,,,
47,commissary,B,8,S,SW,,,,,,,W
47,patio,E,4,W,NW,,,,,,N,
47,pool,E,5,S,NSW,,,,,,,N
47,nook,D,5,E,NE,,,,white,rook,N,
47,great-hall,D,6,S,NESW,,,,,,EW,
47,the-foundation,D,7,S,NSW,,,,,,W,
47,passageway,C,7,E,NESW,,,,,,,
47,walk-in-closet,C,6,N,N,,,,black,pawn,,
47,dining-room,C,8,S,NES,,,,white,pawn,E,
47,guest-bedroom,D,8,W,W,,,,white,pawn,,
47,maids-chambers,E,6,W,NW,,,,,,N,
47,veranda,E,7,S,NS,,,,,,N,
47,east-wing-hall,E,8,S,NSW,,,,,,N,
47,casino,E,9,S,SW,,,,,,,
47,workshop,D,9,E,EW,,,,,,,
47,antechamber,C,9,E,NESW,,,,,,,
48,tool-shed,O,1,,,,,,,,,
48,entrance-hall,C,1,S,NESW,,,,,,,
48,nook,B,1,E,NE,,,,white,rook,,
48,pantry,B,2,S,SW,,,,,,,
48,chapel,A,2,E,NES,,,,white,bishop,,
48,wine-cellar,A,1,N,N,,,,,,,
48,west-wing-hall,A,3,S,NES,,,,,,,
48,corridor,B,3,W,EW,,,,,,,
48,hallway,C,3,W,ESW,,,,,,,
48,solarium,C,2,N,N,,,,black,pawn,,
48,drawing-room,D,3,W,NSW,,,,white,pawn,,
48,vault,D,2,N,N,,,,white,rook,,
48,den,D,1,W,NEW,,,,white,pawn,,
48,parlour,E,1,W,NW,,,,black,pawn,,
48,showroom,E,2,S,NS,,,,,,,
48,lost-and-found,E,3,S,SW,,,,black,pawn,,
48,gallery,A,4,S,NS,,,,,,,
48,observatory,A,5,S,ES,,,,white,knight,,
48,archives,B,5,W,NESW,,,,,,E,N
48,security,B,4,N,NES,,,,white,knight,,
48,laboratory,C,5,W,NW,,,,,,,N
48,workshop,D,4,S,NS,,,,,,,
48,billiard-room,D,5,S,ES,,,,,,,
48,patio,E,5,W,NW,,,,,,,
48,boiler-room,E,6,S,NSW,,,,,,W,
48,passageway,D,6,E,NESW,,,,,,,
48,east-wing-hall,E,7,S,NSW,,,,,,,
48,foyer,E,8,S,NS,,,,,,,
48,conservatory,E,9,S,SW,,,,black,rook,,
48,starfish-aquarium,D,9,E,ESW,,,,,,,
48,hallway-closet,D,8,N,N,,,,,,,
48,the-foundation,D,7,S,NSW,,,,,,,
48,spare-bedroom,C,6,E,EW,,,,,,W,
48,bedroom,B,6,E,NE,,,,white,pawn,N,
48,gift-shop,B,7,S,NSW,,,,,,,
